id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,identifier_exists
KIT-SUTURA-25PZ-PY,Kit de Sutura InMed 25 Piezas con Piel Simuladora 3 Capas,"Kit educativo de 25 piezas con piel simuladora de 3 capas, instrumental, 12 hilos de sutura y estuche para práctica.",in_stock,new,249000 PYG,https://inmed-py.github.io/kit-de-sutura-paraguay/,https://inmed-py.github.io/kit-de-sutura-paraguay/img/kit-de-sutura-paraguay-1.webp,https://inmed-py.github.io/kit-de-sutura-paraguay/img/kit-de-sutura-paraguay-2.webp,INMED Educación Médica,no
